SRC,DST,ACTION
reading_journal/deep_research/burkina_faso/resources/Burkina Faso_ Revolutionary Past and Contemporary Challenges.pdf,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/resources/Burkina Faso_ Revolutionary Past and Contemporary Challenges.pdf,MOVE
reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.md,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.md,MOVE
reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.pdf,MOVE
reading_journal/deep_research/compromise_of_1877/ompromise_of_1877_scroll.md,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/ompromise_of_1877_scroll.md,MOVE
reading_journal/deep_research/compromise_of_1877/reconstruction_in_america_eji.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/reconstruction_in_america_eji.pdf,MOVE
reading_journal/deep_research/compromise_of_1877/the_great_betrayal_of_1877.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/the_great_betrayal_of_1877.pdf,MOVE
reading_journal/reading_protocols/scholarly_reading_journey.md,zettelkasten/imported_from/reading_journal/reading_protocols/scholarly_reading_journey.md,MOVE
reading_journal/reading_protocols/scholarly_reading_protocol.md,zettelkasten/imported_from/reading_journal/reading_protocols/scholarly_reading_protocol.md,MOVE
reading_journal/reading_systems/book_summaries.md,zettelkasten/imported_from/reading_journal/reading_systems/book_summaries.md,MOVE
resources/agent_logs/vs_code_agent_mode_usage.md,business/imported_from/resources/agent_logs/vs_code_agent_mode_usage.md,MOVE
resources/reading_logs/reading_log.md,personal-development/imported_from/resources/reading_logs/reading_log.md,MOVE
sacred_texts/adinkra_encryption_protocols.md,holy-bible/imported_from/sacred_texts/adinkra_encryption_protocols.md,MOVE
sacred_texts/biblical_theme_miner.md,holy-bible/imported_from/sacred_texts/biblical_theme_miner.md,MOVE
sacred_texts/romans_8_38_39.md,holy-bible/imported_from/sacred_texts/romans_8_38_39.md,MOVE
sacred_texts/sacred_tech_ui.md,holy-bible/imported_from/sacred_texts/sacred_tech_ui.md,MOVE
sacred_texts/script_discipline.md,holy-bible/imported_from/sacred_texts/script_discipline.md,MOVE
sacred_texts/summary_styles_guide.md,holy-bible/imported_from/sacred_texts/summary_styles_guide.md,MOVE
spirtual_operations/verse_of_the_day.md,holy-bible/imported_from/spirtual_operations/verse_of_the_day.md,MOVE
tech_systems/ibm_agentic_alchemy.md,ai-ml/imported_from/tech_systems/ibm_agentic_alchemy.md,MOVE
tech_systems/llms_and_ai_agents_data_alchemy.md,ai-ml/imported_from/tech_systems/llms_and_ai_agents_data_alchemy.md,MOVE
Templates/active_reading_template.md,templates/imported_from/Templates/active_reading_template.md,MOVE
Templates/africana_studies_template.md,templates/imported_from/Templates/africana_studies_template.md,MOVE
Templates/avm_project_template.md,templates/imported_from/Templates/avm_project_template.md,MOVE
Templates/base_template.md,templates/imported_from/Templates/base_template.md,MOVE
Templates/default_note_template.md,templates/imported_from/Templates/default_note_template.md,MOVE
Templates/reading_agent_prompt_template.md,templates/imported_from/Templates/reading_agent_prompt_template.md,MOVE
Templates/reading_summary_template.md,templates/imported_from/Templates/reading_summary_template.md,MOVE
Templates/run_inject_links.md,templates/imported_from/Templates/run_inject_links.md,MOVE
Templates/vault_standard.md,templates/imported_from/Templates/vault_standard.md,MOVE
Templates/vault_standard_template_guide.md,templates/imported_from/Templates/vault_standard_template_guide.md,MOVE
vault_glyphs/afropessimism.md,africana-studies/imported_from/vault_glyphs/afropessimism.md,MOVE
vault_glyphs/dear_black_futures.md,africana-studies/imported_from/vault_glyphs/dear_black_futures.md,MOVE
vault_glyphs/dear_white_people.md,africana-studies/imported_from/vault_glyphs/dear_white_people.md,MOVE
vault_glyphs/pan_african_signifyin_analysis.md,africana-studies/imported_from/vault_glyphs/pan_african_signifyin_analysis.md,MOVE
vault_glyphs/white_backlash_timeline_deprecated.md,africana-studies/imported_from/vault_glyphs/white_backlash_timeline_deprecated.md,MOVE
vault_glyphs/white_identity_crisis_depreacted.md,africana-studies/imported_from/vault_glyphs/white_identity_crisis_depreacted.md,MOVE
