SRC,DST,ACTION
reading_journal/deep_research/reparations_summary.md,africana-studies/imported_from/reading_journal/deep_research/reparations_summary.md,DRY_RUN
reading_journal/deep_research/southern_identity_myths.md,africana-studies/imported_from/reading_journal/deep_research/southern_identity_myths.md,DRY_RUN
reading_journal/deep_research/ugly_white_people_analysis.md,africana-studies/imported_from/reading_journal/deep_research/ugly_white_people_analysis.md,DRY_RUN
reading_journal/deep_research/burkina_faso/aes_geopolitics_scroll.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/aes_geopolitics_scroll.md,DRY_RUN
reading_journal/deep_research/burkina_faso/burkina_faso_scroll.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/burkina_faso_scroll.md,DRY_RUN
reading_journal/deep_research/burkina_faso/burkina_security_landscape.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/burkina_security_landscape.md,DRY_RUN
reading_journal/deep_research/burkina_faso/thomas_sankara_revolution.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/thomas_sankara_revolution.md,DRY_RUN
reading_journal/deep_research/burkina_faso/resources/Burkina Faso_ Revolutionary Past and Contemporary Challenges.pdf,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/resources/Burkina Faso_ Revolutionary Past and Contemporary Challenges.pdf,DRY_RUN
reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.md,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.md,DRY_RUN
reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/dealing_with_jim_crow_6.pdf,DRY_RUN
reading_journal/deep_research/compromise_of_1877/ompromise_of_1877_scroll.md,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/ompromise_of_1877_scroll.md,DRY_RUN
reading_journal/deep_research/compromise_of_1877/reconstruction_in_america_eji.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/reconstruction_in_america_eji.pdf,DRY_RUN
reading_journal/deep_research/compromise_of_1877/the_great_betrayal_of_1877.pdf,africana-studies/imported_from/reading_journal/deep_research/compromise_of_1877/the_great_betrayal_of_1877.pdf,DRY_RUN
reading_journal/reading_protocols/scholarly_reading_journey.md,zettelkasten/imported_from/reading_journal/reading_protocols/scholarly_reading_journey.md,DRY_RUN
reading_journal/reading_protocols/scholarly_reading_protocol.md,zettelkasten/imported_from/reading_journal/reading_protocols/scholarly_reading_protocol.md,DRY_RUN
reading_journal/reading_systems/book_summaries.md,zettelkasten/imported_from/reading_journal/reading_systems/book_summaries.md,DRY_RUN
resources/agent_logs/vs_code_agent_mode_usage.md,business/imported_from/resources/agent_logs/vs_code_agent_mode_usage.md,DRY_RUN
resources/reading_logs/reading_log.md,personal-development/imported_from/resources/reading_logs/reading_log.md,DRY_RUN
sacred_texts/adinkra_encryption_protocols.md,holy-bible/imported_from/sacred_texts/adinkra_encryption_protocols.md,DRY_RUN
sacred_texts/biblical_theme_miner.md,holy-bible/imported_from/sacred_texts/biblical_theme_miner.md,DRY_RUN
sacred_texts/romans_8_38_39.md,holy-bible/imported_from/sacred_texts/romans_8_38_39.md,DRY_RUN
sacred_texts/sacred_tech_ui.md,holy-bible/imported_from/sacred_texts/sacred_tech_ui.md,DRY_RUN
sacred_texts/script_discipline.md,holy-bible/imported_from/sacred_texts/script_discipline.md,DRY_RUN
sacred_texts/summary_styles_guide.md,holy-bible/imported_from/sacred_texts/summary_styles_guide.md,DRY_RUN
spirtual_operations/verse_of_the_day.md,holy-bible/imported_from/spirtual_operations/verse_of_the_day.md,DRY_RUN
tech_systems/ibm_agentic_alchemy.md,ai-ml/imported_from/tech_systems/ibm_agentic_alchemy.md,DRY_RUN
tech_systems/llms_and_ai_agents_data_alchemy.md,ai-ml/imported_from/tech_systems/llms_and_ai_agents_data_alchemy.md,DRY_RUN
Templates/active_reading_template.md,templates/imported_from/Templates/active_reading_template.md,DRY_RUN
Templates/africana_studies_template.md,templates/imported_from/Templates/africana_studies_template.md,DRY_RUN
Templates/avm_project_template.md,templates/imported_from/Templates/avm_project_template.md,DRY_RUN
Templates/base_template.md,templates/imported_from/Templates/base_template.md,DRY_RUN
Templates/default_note_template.md,templates/imported_from/Templates/default_note_template.md,DRY_RUN
Templates/reading_agent_prompt_template.md,templates/imported_from/Templates/reading_agent_prompt_template.md,DRY_RUN
Templates/reading_summary_template.md,templates/imported_from/Templates/reading_summary_template.md,DRY_RUN
Templates/run_inject_links.md,templates/imported_from/Templates/run_inject_links.md,DRY_RUN
Templates/vault_standard.md,templates/imported_from/Templates/vault_standard.md,DRY_RUN
Templates/vault_standard_template_guide.md,templates/imported_from/Templates/vault_standard_template_guide.md,DRY_RUN
vault_glyphs/afropessimism.md,africana-studies/imported_from/vault_glyphs/afropessimism.md,DRY_RUN
vault_glyphs/dear_black_futures.md,africana-studies/imported_from/vault_glyphs/dear_black_futures.md,DRY_RUN
vault_glyphs/dear_white_people.md,africana-studies/imported_from/vault_glyphs/dear_white_people.md,DRY_RUN
vault_glyphs/pan_african_signifyin_analysis.md,africana-studies/imported_from/vault_glyphs/pan_african_signifyin_analysis.md,DRY_RUN
vault_glyphs/white_backlash_timeline_deprecated.md,africana-studies/imported_from/vault_glyphs/white_backlash_timeline_deprecated.md,DRY_RUN
vault_glyphs/white_identity_crisis_depreacted.md,africana-studies/imported_from/vault_glyphs/white_identity_crisis_depreacted.md,DRY_RUN
