"SourceFile","BrokenLink"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\vault_ops\logs\vault_log.md","${note.replace(/\.md$/, """")}"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\housekeeping_sweep.md","lion_scraper"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\launch_protocol.md","war_council/anacostia_vault_structure"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\sacred_tech_index.md","html5_input_attributes"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\system_profile.md","session_context"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\traits_chatgpt_should_have.md","note_one"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\weekly_rituals\weekly_ritual_template.md","avm_ops_status"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\obsidian_fortress\dataview_queries\black_identity_web_query.md","${note.replace(/\.md$/, """")}"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\obsidian_fortress\prompt_engineering\avm_prompt_document.md","sankofa_spine"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\obsidian_fortress\prompt_engineering\avm_syndicate_prompt_templates.md","avm_syndicate_gameplan"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\obsidian_fortress\prompt_engineering\avm_syndicate_tone_primer.md","avm_syndicate_gameplan"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\obsidian_fortress\reading_systems\reading_log_schema.md","${note.replace(/\.md$/, """")}"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\reading_journal\reading_protocols\scholarly_reading_journey.md","ibm_agentic_alchemy"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\zettelkasten\imported_from\reading_journal\reading_protocols\scholarly_reading_protocol.md","reading_package_playbook"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\_inbox\online_articles.md","note_one"
"C:\Users\digitalscorpyun\sankofa_temple\Anacostia\_inbox\README.md","note_one"
